repeat,tsc,us,vporzmm_vz Cycles,vporzmm_vz Unhalt_GHz
0,14050524,5420.675,0.001,3.484
0,14050932,5420.832,0.001,3.506
0,14051342,5420.990,0.001,3.506
0,14051754,5421.149,0.001,3.484
0,14052164,5421.307,0.001,3.529
0,14052574,5421.466,0.001,3.484
0,14052984,5421.624,0.001,3.484
0,14053396,5421.783,0.001,3.506
0,14053806,5421.941,0.001,3.484
0,14054218,5422.100,0.001,3.506
0,14054626,5422.257,0.001,3.519
0,14055034,5422.415,0.001,3.484
0,14055444,5422.573,0.001,3.506
0,14055854,5422.731,0.001,3.484
0,14056264,5422.889,0.001,3.484
0,14056676,5423.048,0.001,3.506
0,14057088,5423.207,0.001,3.509
0,14057506,5423.368,0.001,3.436
0,14057902,5423.521,0.001,3.481
0,14058298,5423.674,0.001,3.516
0,14058698,5423.828,0.001,3.484
0,14059094,5423.981,0.001,3.503
0,14059490,5424.134,0.001,3.533
0,14059890,5424.288,0.001,3.439
0,14060284,5424.440,0.001,3.503
0,14060680,5424.593,0.001,3.513
0,14061078,5424.746,0.001,3.481
0,14061476,5424.900,0.001,3.516
0,14061874,5425.054,0.001,3.484
0,14062280,5425.210,0.001,3.481
0,14062678,5425.364,0.001,3.507
0,14063074,5425.517,0.001,3.481
0,14063472,5425.670,0.001,3.490
0,14063866,5425.822,0.001,3.503
0,14064264,5425.976,0.001,3.490
0,14064660,5426.128,0.001,3.481
0,14065058,5426.282,0.001,3.513
0,14065454,5426.435,0.001,3.481
0,14065852,5426.588,0.001,3.468
0,14066248,5426.741,0.001,3.526
0,14066646,5426.895,0.001,3.490
0,14067042,5427.047,0.001,3.481
0,14067440,5427.201,0.001,3.513
0,14067836,5427.354,0.001,3.481
0,14068236,5427.508,0.001,3.490
0,14068632,5427.661,0.001,3.503
0,14069030,5427.814,0.001,3.490
0,14069424,5427.966,0.001,3.481
0,14069822,5428.120,0.001,3.487
0,14070224,5428.275,0.001,3.529
0,14070622,5428.429,0.001,3.451
0,14071014,5428.580,0.001,3.503
0,14071414,5428.734,0.001,3.490
0,14071810,5428.887,0.001,3.481
0,14072210,5429.041,0.001,3.513
0,14072606,5429.194,0.001,3.481
0,14073004,5429.347,0.001,3.490
0,14073400,5429.500,0.001,3.503
0,14073798,5429.654,0.001,3.461
0,14074194,5429.807,0.001,3.503
0,14074590,5429.959,0.001,3.490
0,14074988,5430.113,0.001,3.529
0,14075388,5430.267,0.001,3.432
0,14075782,5430.419,0.001,3.503
0,14076182,5430.574,0.001,3.490
0,14076578,5430.726,0.001,3.506
0,14076980,5430.881,0.001,3.477
0,14077374,5431.033,0.001,3.481
0,14077772,5431.187,0.001,3.490
0,14078170,5431.341,0.001,3.510
0,14078570,5431.495,0.001,3.503
0,14078968,5431.648,0.001,3.471
0,14079372,5431.804,0.001,3.484
0,14079768,5431.957,0.001,3.481
0,14080168,5432.111,0.001,3.484
0,14080564,5432.264,0.001,3.458
0,14080962,5432.418,0.001,3.513
0,14081360,5432.571,0.001,3.481
0,14081758,5432.725,0.001,3.484
0,14082154,5432.878,0.001,3.481
0,14082554,5433.032,0.001,3.513
0,14082950,5433.185,0.001,3.481
0,14083348,5433.338,0.001,3.461
0,14083744,5433.491,0.001,3.503
0,14084142,5433.645,0.001,3.490
0,14084538,5433.797,0.001,3.481
0,14084938,5433.952,0.001,3.490
0,14085334,5434.104,0.001,3.481
0,14085734,5434.259,0.001,3.490
0,14086130,5434.411,0.001,3.458
0,14086530,5434.566,0.001,3.533
0,14086930,5434.720,0.001,3.436
0,14087330,5434.874,0.001,3.539
0,14087728,5435.028,0.001,3.439
0,14088126,5435.182,0.001,3.503
0,14088522,5435.334,0.001,3.468
0,14088920,5435.488,0.001,3.503
0,14089320,5435.642,0.001,3.468
0,14089718,5435.796,0.001,3.497
0,14090116,5435.949,0.001,3.490
0,14090512,5436.102,0.001,3.458
0,14090912,5436.256,0.001,3.500
0,14091322,5436.415,0.001,3.481
0,14091722,5436.569,0.001,3.490
0,14092118,5436.722,0.001,3.506
0,14092520,5436.877,0.001,3.461
0,14092916,5437.030,0.001,3.481
0,14093316,5437.184,0.001,3.516
0,14093716,5437.338,0.001,3.487
0,14094116,5437.492,0.001,3.458
0,14094512,5437.645,0.001,3.503
0,14094906,5437.797,0.001,3.458
0,14095306,5437.952,0.001,3.516
0,14095706,5438.106,0.001,3.461
0,14096100,5438.258,0.001,3.506
0,14096504,5438.414,0.001,3.484
0,14096900,5438.567,0.001,3.481
0,14097298,5438.720,0.001,3.468
0,14097696,5438.874,0.001,3.497
0,14098092,5439.026,0.001,3.490
0,14098488,5439.179,0.001,3.481
0,14098888,5439.334,0.001,3.513
0,14099284,5439.486,0.001,3.481
0,14099682,5439.640,0.001,3.468
0,14100078,5439.793,0.001,3.481
0,14100478,5439.947,0.001,3.490
0,14100874,5440.100,0.001,3.503
0,14101272,5440.253,0.001,3.490
0,14101668,5440.406,0.001,3.481
0,14102066,5440.560,0.001,3.490
0,14102464,5440.713,0.001,3.474
0,14102864,5440.867,0.001,3.513
0,14103260,5441.020,0.001,3.503
0,14103658,5441.174,0.001,3.468
0,14104054,5441.327,0.001,3.503
0,14104452,5441.480,0.001,3.494
0,14104852,5441.634,0.001,3.484
0,14105246,5441.786,0.001,3.458
0,14105644,5441.940,0.001,3.507
0,14106040,5442.093,0.001,3.503
0,14106438,5442.246,0.001,3.490
0,14106836,5442.400,0.001,3.481
0,14107234,5442.553,0.001,3.490
0,14107630,5442.706,0.001,3.481
0,14108030,5442.860,0.001,3.497
0,14108442,5443.019,0.001,3.503
0,14108838,5443.172,0.001,3.490
0,14109234,5443.325,0.001,3.506
0,14109636,5443.480,0.001,3.461
0,14110030,5443.632,0.001,3.503
0,14110428,5443.786,0.001,3.533
0,14110828,5443.940,0.001,3.461
0,14111224,5444.093,0.001,3.481
0,14111622,5444.246,0.001,3.513
0,14112018,5444.399,0.001,3.481
0,14112416,5444.553,0.001,3.516
0,14112816,5444.707,0.001,3.462
0,14113220,5444.863,0.001,3.503
0,14113618,5445.016,0.001,3.484
0,14114014,5445.169,0.001,3.503
0,14114412,5445.323,0.001,3.490
0,14114808,5445.475,0.001,3.503
0,14115204,5445.628,0.001,3.484
0,14115600,5445.781,0.001,3.503
0,14115998,5445.935,0.001,3.490
0,14116396,5446.088,0.001,3.503
0,14116794,5446.242,0.001,3.468
0,14117188,5446.394,0.001,3.503
0,14117586,5446.547,0.001,3.513
0,14117984,5446.701,0.001,3.481
0,14118380,5446.854,0.001,3.490
0,14118776,5447.006,0.001,3.503
0,14119174,5447.160,0.001,3.490
0,14119568,5447.312,0.001,3.503
0,14119966,5447.465,0.001,3.490
0,14120364,5447.619,0.001,3.503
0,14120760,5447.772,0.001,3.490
0,14121156,5447.924,0.001,3.529
0,14121556,5448.079,0.001,3.474
0,14121948,5448.230,0.001,3.481
0,14122344,5448.383,0.001,3.490
0,14122740,5448.536,0.001,3.503
0,14123138,5448.689,0.001,3.513
0,14123534,5448.842,0.001,3.481
0,14123932,5448.995,0.001,3.490
0,14124326,5449.147,0.001,3.526
0,14124726,5449.302,0.002,3.480
0,14125304,5449.525,0.001,3.503
0,14125702,5449.678,0.001,3.490
0,14126096,5449.830,0.001,3.529
0,14126498,5449.985,0.001,3.474
0,14126888,5450.136,0.001,3.503
0,14127284,5450.289,0.001,3.490
0,14127680,5450.441,0.001,3.529
0,14128080,5450.596,0.001,3.484
0,14128478,5450.749,0.001,3.481
0,14128874,5450.902,0.001,3.513
0,14129268,5451.054,0.001,3.519
0,14129670,5451.209,0.001,3.510
0,14130068,5451.363,0.001,3.516
0,14130470,5451.518,0.001,3.474
0,14130862,5451.669,0.001,3.481
0,14131260,5451.823,0.001,3.490
0,14131654,5451.975,0.001,3.503
0,14132054,5452.129,0.001,3.513
0,14132448,5452.281,0.001,3.503
0,14132844,5452.434,0.001,3.490
0,14133238,5452.586,0.001,3.503
0,14133636,5452.739,0.001,3.507
0,14134030,5452.891,0.001,3.481
0,14134428,5453.045,0.001,3.490
0,14134824,5453.198,0.001,3.503
0,14135222,5453.351,0.001,3.513
0,14135616,5453.503,0.001,3.481
0,14136014,5453.657,0.001,3.490
0,14136410,5453.809,0.001,3.526
0,14136806,5453.962,0.001,3.490
0,14137202,5454.115,0.001,3.481
0,14137598,5454.268,0.001,3.490
0,14137996,5454.421,0.001,3.526
0,14138392,5454.574,0.001,3.510
0,14138792,5454.728,0.001,3.461
0,14139184,5454.880,0.001,3.503
0,14139582,5455.033,0.001,3.513
0,14139980,5455.187,0.001,3.497
0,14140376,5455.340,0.001,3.490
0,14140772,5455.492,0.001,3.503
0,14141170,5455.646,0.001,3.490
0,14141566,5455.799,0.001,3.503
0,14141964,5455.952,0.001,3.490
0,14142358,5456.104,0.001,3.481
0,14142756,5456.258,0.001,3.513
0,14143152,5456.411,0.001,3.506
0,14143552,5456.565,0.001,3.461
0,14143948,5456.718,0.001,3.503
0,14144346,5456.871,0.001,3.539
0,14144744,5457.025,0.001,3.487
0,14145142,5457.178,0.001,3.481
0,14145540,5457.332,0.001,3.490
0,14145938,5457.485,0.001,3.481
0,14146336,5457.639,0.001,3.507
0,14146728,5457.790,0.001,3.484
0,14147126,5457.944,0.001,3.529
0,14147526,5458.098,0.001,3.461
0,14147922,5458.251,0.001,3.481
0,14148320,5458.404,0.001,3.490
0,14148714,5458.556,0.001,3.503
0,14149112,5458.710,0.001,3.490
0,14149508,5458.863,0.001,3.497
0,14149906,5459.016,0.001,3.490
0,14150302,5459.169,0.001,3.503
0,14150700,5459.323,0.001,3.490
0,14151098,5459.476,0.001,3.497
0,14151494,5459.629,0.001,3.468
0,14151890,5459.782,0.001,3.481
0,14152288,5459.935,0.001,3.513
0,14152684,5460.088,0.001,3.474
0,14153082,5460.241,0.001,3.490
0,14153480,5460.395,0.001,3.526
0,14153876,5460.548,0.001,3.468
0,14154272,5460.701,0.001,3.474
0,14154670,5460.854,0.001,3.510
0,14155068,5461.008,0.001,3.516
0,14155470,5461.163,0.001,3.487
0,14155868,5461.316,0.001,3.474
0,14156266,5461.470,0.001,3.490
0,14156662,5461.623,0.001,3.481
0,14157060,5461.776,0.001,3.490
0,14157456,5461.929,0.001,3.503
0,14157854,5462.083,0.001,3.490
0,14158250,5462.235,0.001,3.481
0,14158648,5462.389,0.001,3.490
0,14159046,5462.542,0.001,3.478
0,14159462,5462.703,0.001,3.513
0,14159858,5462.856,0.001,3.481
0,14160256,5463.009,0.001,3.516
0,14160656,5463.164,0.001,3.439
0,14161052,5463.316,0.001,3.503
0,14161452,5463.471,0.001,3.516
0,14161850,5463.624,0.001,3.461
0,14162246,5463.777,0.001,3.493
0,14162640,5463.929,0.001,3.468
0,14163038,5464.083,0.001,3.503
0,14163436,5464.236,0.001,3.516
0,14163838,5464.391,0.001,3.462
0,14164244,5464.548,0.001,3.481
0,14164642,5464.701,0.001,3.490
0,14165038,5464.854,0.001,3.481
0,14165438,5465.008,0.001,3.503
0,14165830,5465.160,0.001,3.481
0,14166228,5465.313,0.001,3.490
0,14166626,5465.467,0.001,3.481
0,14167024,5465.620,0.001,3.468
0,14167422,5465.774,0.001,3.503
0,14167820,5465.927,0.001,3.468
0,14168216,5466.080,0.001,3.481
0,14168616,5466.234,0.001,3.490
0,14169012,5466.387,0.001,3.503
0,14169412,5466.542,0.001,3.490
0,14169808,5466.694,0.001,3.481
0,14170208,5466.849,0.001,3.484
0,14170604,5467.001,0.001,3.458
0,14171004,5467.156,0.001,3.513
0,14171400,5467.309,0.001,3.481
0,14171800,5467.463,0.001,3.490
0,14172196,5467.616,0.001,3.484
0,14172598,5467.771,0.001,3.461
0,14172994,5467.924,0.001,3.481
0,14173392,5468.077,0.001,3.490
0,14173790,5468.231,0.001,3.481
0,14174188,5468.384,0.001,3.513
0,14174588,5468.538,0.001,3.458
0,14174984,5468.691,0.001,3.490
0,14175382,5468.845,0.001,3.481
0,14175780,5468.998,0.001,3.490
0,14176178,5469.152,0.001,3.481
0,14176578,5469.306,0.001,3.468
0,14176974,5469.459,0.001,3.529
0,14177376,5469.614,0.001,3.461
0,14177772,5469.767,0.001,3.503
0,14178172,5469.921,0.001,3.480
0,14178564,5470.072,0.001,3.506
0,14178966,5470.228,0.001,3.461
0,14179364,5470.381,0.001,3.481
0,14179760,5470.534,0.001,3.513
0,14180156,5470.687,0.001,3.474
0,14180562,5470.843,0.001,3.510
0,14180958,5470.996,0.001,3.494
0,14181364,5471.153,0.001,3.451
0,14181756,5471.304,0.001,3.481
0,14182156,5471.458,0.001,3.490
0,14182552,5471.611,0.001,3.503
0,14182950,5471.765,0.001,3.468
0,14183348,5471.918,0.001,3.503
0,14183746,5472.072,0.001,3.490
0,14184142,5472.224,0.001,3.481
0,14184540,5472.378,0.001,3.480
0,14184932,5472.529,0.001,3.481
0,14185332,5472.683,0.001,3.490
0,14185730,5472.837,0.001,3.503
0,14186126,5472.990,0.001,3.490
0,14186522,5473.143,0.001,3.481
0,14186920,5473.296,0.001,3.490
0,14187318,5473.450,0.001,3.503
0,14187716,5473.603,0.001,3.468
0,14188112,5473.756,0.001,3.481
0,14188510,5473.910,0.001,3.490
0,14188908,5474.063,0.001,3.503
0,14189304,5474.216,0.001,3.533
0,14189704,5474.370,0.001,3.439
0,14190100,5474.523,0.001,3.503
0,14190496,5474.676,0.001,3.490
0,14190894,5474.829,0.001,3.481
0,14191292,5474.983,0.001,3.513
0,14191688,5475.136,0.001,3.458
0,14192086,5475.289,0.001,3.513
0,14192484,5475.443,0.001,3.503
0,14192880,5475.596,0.001,3.500
0,14193292,5475.754,0.001,3.503
0,14193690,5475.908,0.001,3.468
0,14194086,5476.061,0.001,3.529
0,14194486,5476.215,0.001,3.461
0,14194882,5476.368,0.001,3.503
0,14195280,5476.521,0.001,3.494
0,14195678,5476.675,0.001,3.510
0,14196078,5476.829,0.001,3.458
0,14196476,5476.983,0.001,3.490
0,14196872,5477.136,0.001,3.503
0,14197270,5477.289,0.001,3.530
0,14197664,5477.441,0.001,3.461
0,14198060,5477.594,0.001,3.506
0,14198460,5477.748,0.001,3.484
0,14198856,5477.901,0.001,3.481
0,14199254,5478.055,0.001,3.490
0,14199648,5478.207,0.001,3.481
0,14200046,5478.360,0.001,3.513
0,14200444,5478.514,0.001,3.493
0,14200838,5478.666,0.001,3.513
0,14201234,5478.818,0.001,3.503
0,14201632,5478.972,0.001,3.468
0,14202028,5479.125,0.001,3.503
0,14202424,5479.278,0.001,3.490
0,14202820,5479.430,0.001,3.503
0,14203220,5479.585,0.001,3.490
0,14203614,5479.737,0.001,3.526
0,14204012,5479.890,0.001,3.468
0,14204406,5480.042,0.001,3.503
0,14204804,5480.196,0.001,3.490
0,14205202,5480.349,0.001,3.503
0,14205598,5480.502,0.001,3.490
0,14205994,5480.655,0.001,3.503
0,14206390,5480.808,0.001,3.539
0,14206790,5480.962,0.001,3.439
0,14207184,5481.114,0.001,3.503
0,14207582,5481.268,0.001,3.513
0,14207976,5481.420,0.001,3.481
0,14208374,5481.573,0.001,3.490
0,14208770,5481.726,0.001,3.526
0,14209166,5481.879,0.001,3.468
0,14209562,5482.031,0.001,3.503
0,14209958,5482.184,0.001,3.525
0,14210374,5482.345,0.001,3.481
0,14210770,5482.497,0.001,3.513
0,14211166,5482.650,0.001,3.506
0,14211566,5482.805,0.001,3.484
0,14211960,5482.957,0.001,3.503
0,14212358,5483.110,0.001,3.516
0,14212756,5483.264,0.001,3.461
0,14213150,5483.416,0.001,3.517
0,14213544,5483.568,0.001,3.490
0,14213938,5483.720,0.001,3.503
0,14214336,5483.873,0.001,3.539
0,14214734,5484.027,0.001,3.484
0,14215140,5484.183,0.001,3.481
0,14215536,5484.336,0.001,3.513
0,14215934,5484.490,0.001,3.481
0,14216330,5484.642,0.001,3.503
0,14216720,5484.793,0.001,3.503
0,14217118,5484.946,0.001,3.490
0,14217514,5485.099,0.001,3.503
0,14217910,5485.252,0.001,3.468
0,14218306,5485.405,0.001,3.526
0,14218702,5485.558,0.001,3.490
0,14219098,5485.710,0.001,3.503
0,14219496,5485.864,0.001,3.513
0,14219892,5486.017,0.001,3.503
0,14220288,5486.169,0.001,3.490
0,14220684,5486.322,0.001,3.481
0,14221082,5486.476,0.001,3.513
0,14221478,5486.629,0.001,3.503
0,14221874,5486.781,0.001,3.468
0,14222270,5486.934,0.001,3.503
0,14222668,5487.088,0.001,3.490
0,14223064,5487.240,0.001,3.553
0,14223464,5487.395,0.001,3.461
0,14223860,5487.548,0.001,3.503
0,14224258,5487.701,0.001,3.490
0,14224654,5487.854,0.001,3.481
0,14225050,5488.007,0.001,3.513
0,14225448,5488.160,0.001,3.503
0,14225846,5488.314,0.001,3.468
0,14226240,5488.466,0.001,3.526
0,14226638,5488.619,0.001,3.490
0,14227034,5488.772,0.001,3.481
0,14227432,5488.926,0.001,3.490
0,14227828,5489.078,0.001,3.529
0,14228228,5489.233,0.001,3.461
0,14228622,5489.385,0.001,3.481
0,14229020,5489.538,0.001,3.527
0,14229414,5489.690,0.001,3.506
0,14229816,5489.845,0.001,3.461
0,14230210,5489.997,0.001,3.503
0,14230606,5490.150,0.001,3.468
0,14231002,5490.303,0.001,3.542
0,14231406,5490.459,0.001,3.510
0,14231804,5490.612,0.001,3.471
0,14232208,5490.768,0.001,3.474
0,14232602,5490.920,0.001,3.481
0,14232998,5491.073,0.001,3.490
0,14233394,5491.226,0.001,3.503
0,14233792,5491.379,0.001,3.513
0,14234188,5491.532,0.001,3.458
0,14234586,5491.686,0.001,3.513
0,14234982,5491.838,0.001,3.481
0,14235380,5491.992,0.001,3.503
0,14235774,5492.144,0.001,3.481
0,14236172,5492.298,0.001,3.490
0,14236568,5492.450,0.001,3.503
0,14236966,5492.604,0.001,3.490
0,14237362,5492.757,0.001,3.503
0,14237760,5492.910,0.001,3.490
0,14238158,5493.064,0.001,3.481
0,14238556,5493.217,0.001,3.490
0,14238952,5493.370,0.001,3.481
0,14239350,5493.524,0.001,3.490
0,14239746,5493.676,0.001,3.481
0,14240144,5493.830,0.001,3.510
0,14240544,5493.984,0.001,3.484
0,14240942,5494.138,0.001,3.481
0,14241338,5494.291,0.001,3.490
0,14241734,5494.443,0.001,3.503
0,14242132,5494.597,0.001,3.468
0,14242530,5494.750,0.001,3.503
0,14242928,5494.904,0.001,3.490
0,14243326,5495.058,0.001,3.481
0,14243724,5495.211,0.001,3.513
0,14244120,5495.364,0.001,3.481
0,14244518,5495.517,0.001,3.490
0,14244914,5495.670,0.001,3.484
0,14245316,5495.825,0.001,3.484
0,14245712,5495.978,0.001,3.458
0,14246110,5496.132,0.001,3.516
0,14246510,5496.286,0.001,3.510
0,14246910,5496.440,0.001,3.458
0,14247308,5496.594,0.001,3.468
0,14247706,5496.747,0.001,3.503
0,14248104,5496.901,0.001,3.530
0,14248498,5497.053,0.001,3.461
0,14248898,5497.207,0.001,3.506
0,14249298,5497.362,0.001,3.439
0,14249692,5497.514,0.001,3.503
0,14250092,5497.668,0.001,3.468
0,14250488,5497.821,0.001,3.481
0,14250888,5497.975,0.001,3.490
0,14251284,5498.128,0.001,3.517
0,14251682,5498.281,0.001,3.468
0,14252078,5498.434,0.001,3.503
0,14252476,5498.588,0.001,3.445
0,14252874,5498.741,0.001,3.526
0,14253272,5498.895,0.001,3.468
0,14253670,5499.048,0.001,3.503
0,14254068,5499.202,0.001,3.445
0,14254466,5499.355,0.001,3.503
0,14254864,5499.509,0.001,3.468
0,14255262,5499.662,0.001,3.503
0,14255660,5499.816,0.001,3.490
0,14256058,5499.970,0.001,3.481
0,14256458,5500.124,0.001,3.490
0,14256854,5500.277,0.001,3.458
0,14257254,5500.431,0.001,3.539
0,14257652,5500.584,0.001,3.439
0,14258048,5500.737,0.001,3.481
0,14258446,5500.891,0.001,3.468
0,14258846,5501.045,0.001,3.503
0,14259242,5501.198,0.001,3.468
0,14259640,5501.351,0.001,3.503
0,14260038,5501.505,0.001,3.490
0,14260436,5501.659,0.001,3.481
0,14260834,5501.812,0.001,3.488
0,14261256,5501.975,0.001,3.481
0,14261654,5502.128,0.001,3.490
0,14262050,5502.281,0.001,3.529
0,14262452,5502.436,0.001,3.439
0,14262848,5502.589,0.001,3.503
0,14263246,5502.743,0.001,3.510
0,14263646,5502.897,0.001,3.461
0,14264042,5503.050,0.001,3.481
0,14264440,5503.203,0.001,3.490
0,14264836,5503.356,0.001,3.481
0,14265234,5503.510,0.001,3.516
0,14265636,5503.665,0.001,3.462
0,14266042,5503.821,0.001,3.503
0,14266440,5503.975,0.001,3.468
0,14266836,5504.128,0.001,3.503
0,14267236,5504.282,0.001,3.490
0,14267632,5504.435,0.001,3.481
0,14268032,5504.589,0.001,3.490
0,14268426,5504.741,0.001,3.503
0,14268824,5504.895,0.001,3.468
0,14269222,5505.048,0.001,3.481
0,14269622,5505.202,0.001,3.513
0,14270018,5505.355,0.001,3.481
0,14270416,5505.509,0.001,3.490
0,14270812,5505.662,0.001,3.481
0,14271210,5505.815,0.001,3.513
0,14271606,5505.968,0.001,3.481
0,14272004,5506.121,0.001,3.490
0,14272400,5506.274,0.001,3.503
0,14272798,5506.428,0.001,3.490
0,14273196,5506.581,0.001,3.481
0,14273594,5506.735,0.001,3.490
0,14273990,5506.888,0.001,3.506
0,14274390,5507.042,0.001,3.474
0,14274782,5507.193,0.001,3.503
0,14275180,5507.347,0.001,3.490
0,14275578,5507.500,0.001,3.481
0,14275976,5507.654,0.001,3.513
0,14276372,5507.807,0.001,3.481
0,14276770,5507.960,0.001,3.468
0,14277166,5508.113,0.001,3.503
0,14277564,5508.266,0.001,3.506
0,14277974,5508.425,0.001,3.458
0,14278372,5508.578,0.001,3.513
0,14278768,5508.731,0.001,3.529
0,14279170,5508.886,0.001,3.474
0,14279562,5509.037,0.001,3.481
0,14279960,5509.191,0.001,3.490
0,14280354,5509.343,0.001,3.506
0,14280756,5509.498,0.001,3.484
0,14281150,5509.650,0.001,3.481
0,14281550,5509.804,0.001,3.490
0,14281944,5509.956,0.001,3.519
0,14282346,5510.111,0.001,3.510
0,14282746,5510.266,0.001,3.494
0,14283150,5510.422,0.001,3.474
0,14283540,5510.572,0.001,3.481
0,14283938,5510.726,0.001,3.513
0,14284334,5510.878,0.001,3.481
0,14284732,5511.032,0.001,3.490
0,14285126,5511.184,0.001,3.503
0,14285524,5511.337,0.001,3.490
0,14285920,5511.490,0.001,3.503
0,14286318,5511.644,0.001,3.503
0,14286712,5511.796,0.001,3.503
0,14287108,5511.949,0.001,3.490
0,14287504,5512.101,0.001,3.481
0,14287900,5512.254,0.001,3.513
0,14288298,5512.408,0.001,3.503
0,14288696,5512.561,0.001,3.468
0,14289090,5512.713,0.001,3.526
0,14289488,5512.867,0.001,3.490
0,14289884,5513.020,0.001,3.503
0,14290280,5513.172,0.001,3.468
0,14290676,5513.325,0.001,3.526
0,14291074,5513.479,0.001,3.510
0,14291470,5513.631,0.001,3.484
0,14291866,5513.784,0.001,3.481
0,14292264,5513.938,0.001,3.513
0,14292658,5514.090,0.001,3.503
0,14293056,5514.243,0.001,3.490
0,14293452,5514.396,0.001,3.503
0,14293850,5514.550,0.001,3.490
0,14294244,5514.702,0.001,3.503
0,14294642,5514.855,0.001,3.500
0,14295052,5515.013,0.001,3.481
0,14295448,5515.166,0.001,3.513
0,14295842,5515.318,0.001,3.529
0,14296244,5515.473,0.001,3.461
0,14296638,5515.625,0.001,3.503
0,14297036,5515.779,0.001,3.539
0,14297434,5515.932,0.001,3.487
0,14297830,5516.085,0.001,3.481
0,14298228,5516.239,0.001,3.513
0,14298624,5516.391,0.001,3.481
0,14299020,5516.544,0.001,3.530
0,14299416,5516.697,0.001,3.461
0,14299810,5516.849,0.001,3.529
0,14300210,5517.003,0.001,3.484
0,14300604,5517.155,0.001,3.503
0,14301002,5517.309,0.001,3.513
0,14301398,5517.462,0.001,3.481
0,14301796,5517.615,0.001,3.490
0,14302190,5517.767,0.001,3.493
0,14302584,5517.919,0.001,3.490
0,14302980,5518.072,0.001,3.526
0,14303378,5518.226,0.001,3.490
0,14303772,5518.378,0.001,3.481
0,14304170,5518.531,0.001,3.513
0,14304566,5518.684,0.001,3.503
0,14304964,5518.837,0.001,3.490
0,14305358,5518.989,0.001,3.481
0,14305756,5519.143,0.001,3.513
0,14306152,5519.296,0.001,3.481
0,14306550,5519.449,0.001,3.513
0,14306946,5519.602,0.001,3.503
0,14307342,5519.755,0.001,3.490
0,14307738,5519.908,0.001,3.481
0,14308136,5520.061,0.001,3.516
0,14308534,5520.215,0.001,3.507
0,14308932,5520.368,0.001,3.481
0,14309330,5520.522,0.001,3.490
0,14309724,5520.674,0.001,3.503
0,14310122,5520.827,0.001,3.490
0,14310518,5520.980,0.001,3.481
0,14310916,5521.134,0.001,3.490
0,14311312,5521.286,0.001,3.503
0,14311710,5521.440,0.001,3.560
0,14312132,5521.603,0.001,3.484
0,14312544,5521.762,0.001,3.484
0,14312952,5521.919,0.001,3.509
0,14313366,5522.079,0.001,3.484
0,14313778,5522.238,0.001,3.484
