repeat,us,period,sdl,payspin,totspin,Cycles,Unhalt_GHz,IPC
0,228.005,0,727776,0,377,9590.000,3.191,0.421
0,231.005,0,737352,0,376,9564.000,3.189,0.420
0,234.006,0,746928,0,376,9559.000,3.185,0.422
0,237.000,0,756504,0,375,9545.000,3.188,0.421
0,240.008,0,766080,0,377,9595.000,3.191,0.420
0,243.003,0,775656,0,376,9565.000,3.193,0.422
0,246.003,0,785232,0,377,9590.000,3.197,0.420
0,249.002,0,794808,0,377,9590.000,3.198,0.422
0,252.000,0,804384,0,377,9591.000,3.198,0.421
0,255.001,0,813960,0,377,9590.000,3.195,0.421
0,258.006,0,823536,0,377,9594.000,3.193,0.421
0,261.005,0,833112,0,376,9567.000,3.190,0.421
0,264.007,0,842688,0,376,9568.000,3.187,0.421
0,267.003,0,852264,0,375,9547.000,3.186,0.420
0,270.003,0,861840,0,376,9563.000,3.188,0.422
0,273.008,0,871416,0,377,9590.000,3.191,0.422
0,276.003,0,880992,0,376,9566.000,3.194,0.421
0,279.003,0,890568,0,377,9594.000,3.197,0.420
0,282.007,0,900144,0,374,9609.000,3.200,0.418
0,285.007,0,909720,0,377,9592.000,3.197,0.421
0,288.001,0,919296,0,376,9563.000,3.194,0.422
0,291.004,0,928872,0,377,9591.000,3.193,0.420
0,294.001,0,938448,0,372,9560.000,3.190,0.417
0,297.003,0,948024,0,376,9562.000,3.185,0.423
0,300.004,0,957600,0,376,9561.000,3.186,0.421
0,303.003,0,967176,0,376,9563.000,3.189,0.421
0,306.006,0,976752,0,377,9592.000,3.193,0.421
0,309.006,0,986328,0,373,9580.000,3.194,0.418
0,312.001,0,995904,0,373,9582.000,3.199,0.417
0,315.007,0,1005480,0,378,9613.000,3.200,0.420
0,318.004,0,1015056,0,375,9582.000,3.196,0.420
0,321.004,0,1024632,0,373,9581.000,3.193,0.419
0,324.002,0,1034208,0,376,9568.000,3.193,0.419
0,327.008,0,1043784,0,373,9581.000,3.187,0.419
0,330.006,0,1053360,0,372,9556.000,3.185,0.418
0,333.006,0,1062936,0,376,9559.000,3.187,0.421
0,336.004,0,1072512,0,376,9564.000,3.191,0.421
0,339.008,0,1082088,0,377,9591.000,3.194,0.421
0,342.001,0,1091664,0,376,9569.000,3.196,0.420
0,345.000,0,1101240,0,377,9592.000,3.198,0.422
0,348.008,0,1110816,0,378,9619.000,3.201,0.419
0,351.004,0,1120392,0,373,9579.000,3.195,0.418
0,354.001,0,1129968,0,376,9567.000,3.194,0.421
0,357.007,0,1139544,0,377,9589.000,3.190,0.421
0,360.000,0,1149120,0,375,9540.000,3.186,0.422
0,363.004,0,1158696,0,376,9567.000,3.186,0.421
0,366.004,0,1168272,0,376,9566.000,3.189,0.421
0,369.001,0,1177848,0,376,9566.000,3.192,0.420
0,372.003,0,1187424,0,377,9590.000,3.193,0.422
0,375.003,0,1197000,0,377,9591.000,3.197,0.420
0,378.006,0,1206576,0,374,9604.000,3.200,0.418
0,381.005,0,1216152,0,377,9591.000,3.197,0.422
0,384.006,0,1225728,0,377,9593.000,3.195,0.420
0,387.004,0,1235304,0,376,9566.000,3.192,0.422
0,390.001,0,1244880,0,372,9557.000,3.190,0.416
0,393.002,0,1254456,0,376,9560.000,3.185,0.423
0,396.001,0,1264032,0,166,9606.000,3.195,0.575
0,399.001,0,1273608,0,371,9531.000,3.182,0.418
0,402.003,0,1283184,0,376,9577.000,3.191,0.422
0,405.008,0,1292760,0,377,9598.000,3.196,0.420
0,408.002,0,1302336,0,376,9578.000,3.198,0.421
0,411.003,0,1311912,0,377,9600.000,3.199,0.421
0,414.006,0,1321488,0,377,9600.000,3.197,0.420
0,417.001,0,1331064,0,376,9568.000,3.194,0.421
0,420.004,0,1340640,0,373,9584.000,3.190,0.418
0,423.007,0,1350216,0,376,9570.000,3.189,0.421
0,426.002,0,1359792,0,375,9547.000,3.186,0.420
0,429.001,0,1369368,0,372,9554.000,3.187,0.418
0,432.008,0,1378944,0,377,9589.000,3.190,0.422
0,435.003,0,1388520,0,376,9565.000,3.194,0.420
0,438.003,0,1398096,0,377,9589.000,3.195,0.421
0,441.001,0,1407672,0,377,9591.000,3.198,0.422
0,444.008,0,1417248,0,378,9611.000,3.199,0.421
0,447.008,0,1426824,0,377,9590.000,3.195,0.421
0,450.004,0,1436400,0,376,9569.000,3.194,0.419
0,453.003,0,1445976,0,376,9566.000,3.191,0.421
0,456.004,0,1455552,0,376,9565.000,3.186,0.423
0,459.008,0,1465128,0,376,9569.000,3.187,0.419
0,462.008,0,1474704,0,376,9564.000,3.189,0.421
0,465.004,0,1484280,0,376,9563.000,3.191,0.421
0,468.008,0,1493856,0,377,9594.000,3.193,0.422
0,471.007,0,1503432,0,377,9591.000,3.197,0.420
0,474.006,0,1513008,0,377,9593.000,3.199,0.422
0,477.007,0,1522584,0,377,9594.000,3.199,0.420
0,480.001,0,1532160,0,376,9567.000,3.194,0.421
0,483.005,0,1541736,0,377,9589.000,3.192,0.421
0,486.004,0,1551312,0,376,9564.000,3.190,0.421
0,489.005,0,1560888,0,376,9563.000,3.186,0.421
0,492.008,0,1570464,0,376,9566.000,3.187,0.421
0,495.006,0,1580040,0,376,9566.000,3.187,0.423
0,498.003,0,1589616,0,376,9567.000,3.194,0.419
0,501.005,0,1599192,0,377,9590.000,3.195,0.421
0,504.004,0,1608768,0,377,9591.000,3.198,0.421
0,507.001,0,1618344,0,377,9590.000,3.199,0.421
0,510.002,0,1627920,0,377,9591.000,3.196,0.422
0,513.004,0,1637496,0,377,9589.000,3.193,0.421
0,516.008,0,1647072,0,373,9582.000,3.193,0.416
0,519.008,0,1656648,0,376,9564.000,3.187,0.422
0,522.001,0,1666224,0,375,9540.000,3.187,0.420
0,525.002,0,1675800,0,376,9565.000,3.188,0.421
0,528.001,0,1685376,0,376,9566.000,3.191,0.421
0,531.003,0,1694952,0,377,9588.000,3.191,0.422
0,534.004,0,1704528,0,377,9588.000,3.196,0.421
0,537.003,0,1714104,0,377,9595.000,3.199,0.421
0,540.001,0,1723680,0,377,9588.000,3.198,0.421
0,543.003,0,1733256,0,377,9595.000,3.196,0.421
0,546.006,0,1742832,0,377,9589.000,3.192,0.421
0,549.006,0,1752408,0,376,9569.000,3.192,0.419
0,552.008,0,1761984,0,376,9566.000,3.187,0.421
0,555.001,0,1771560,0,373,9539.000,3.185,0.420
0,558.001,0,1781136,0,376,9564.000,3.190,0.420
0,561.006,0,1790712,0,377,9587.000,3.190,0.423
0,564.001,0,1800288,0,376,9569.000,3.196,0.419
0,567.001,0,1809864,0,377,9592.000,3.195,0.422
0,570.008,0,1819440,0,378,9618.000,3.201,0.420
0,573.007,0,1829016,0,377,9587.000,3.196,0.423
0,576.001,0,1838592,0,376,9569.000,3.196,0.419
0,579.006,0,1848168,0,377,9592.000,3.191,0.422
0,582.007,0,1857744,0,376,9568.000,3.191,0.420
0,585.000,0,1867320,0,375,9539.000,3.184,0.423
0,588.002,0,1876896,0,376,9565.000,3.188,0.420
0,591.001,0,1886472,0,376,9564.000,3.189,0.421
0,594.006,0,1896048,0,377,9595.000,3.190,0.422
0,597.008,0,1905624,0,377,9588.000,3.195,0.421
0,600.006,0,1915200,0,377,9592.000,3.197,0.421
0,603.004,0,1924776,0,377,9591.000,3.200,0.420
0,606.006,0,1934352,0,377,9593.000,3.196,0.422
0,609.001,0,1943928,0,376,9568.000,3.194,0.420
0,612.006,0,1953504,0,377,9588.000,3.191,0.421
0,615.006,0,1963080,0,376,9565.000,3.189,0.421
0,618.000,0,1972656,0,375,9539.000,3.184,0.422
0,621.000,0,1982232,0,376,9564.000,3.189,0.420
0,624.007,0,1991808,0,377,9590.000,3.189,0.423
0,627.003,0,2001384,0,376,9569.000,3.195,0.419
0,630.004,0,2010960,0,377,9592.000,3.195,0.422
0,633.003,0,2020536,0,377,9588.000,3.198,0.421
0,636.001,0,2030112,0,377,9596.000,3.199,0.420
0,639.003,0,2039688,0,377,9590.000,3.196,0.421
0,642.006,0,2049264,0,377,9588.000,3.192,0.421
0,645.004,0,2058840,0,376,9567.000,3.192,0.419
0,648.003,0,2068416,0,372,9556.000,3.187,0.417
0,651.003,0,2077992,0,372,9558.000,3.185,0.418
0,654.004,0,2087568,0,376,9568.000,3.189,0.420
0,657.001,0,2097144,0,376,9564.000,3.191,0.421
0,660.001,0,2106720,0,373,9580.000,3.193,0.419
0,663.005,0,2116296,0,374,9604.000,3.197,0.416
0,666.001,0,2125872,0,377,9590.000,3.199,0.422
0,669.001,0,2135448,0,377,9591.000,3.198,0.420
0,672.004,0,2145024,0,377,9593.000,3.194,0.422
0,675.001,0,2154600,0,376,9568.000,3.193,0.419
0,678.000,0,2164176,0,376,9563.000,3.190,0.421
0,681.001,0,2173752,0,376,9563.000,3.184,0.423
0,684.004,0,2183328,0,376,9567.000,3.188,0.419
0,687.003,0,2192904,0,376,9564.000,3.189,0.421
0,690.007,0,2202480,0,377,9587.000,3.190,0.423
0,693.001,0,2212056,0,376,9569.000,3.195,0.421
0,696.004,0,2221632,0,374,9604.000,3.198,0.416
0,699.001,0,2231208,0,377,9590.000,3.200,0.422
0,702.001,0,2240784,0,377,9592.000,3.197,0.420
0,705.005,0,2250360,0,377,9594.000,3.193,0.422
0,708.000,0,2259936,0,372,9556.000,3.191,0.418
0,711.001,0,2269512,0,376,9567.000,3.190,0.419
0,714.003,0,2279088,0,376,9563.000,3.186,0.421
0,717.004,0,2288664,0,376,9566.000,3.187,0.421
0,720.003,0,2298240,0,376,9566.000,3.190,0.421
0,723.007,0,2307816,0,377,9590.000,3.183,0.424
0,726.004,0,2317392,0,372,9583.000,3.206,0.413
0,729.001,0,2326968,0,375,9584.000,3.197,0.420
0,732.006,0,2336544,0,378,9612.000,3.199,0.421
0,735.000,0,2346120,0,376,9570.000,3.196,0.421
0,738.003,0,2355696,0,377,9589.000,3.193,0.420
0,741.001,0,2365272,0,376,9565.000,3.191,0.421
0,744.003,0,2374848,0,376,9566.000,3.187,0.421
0,747.006,0,2384424,0,376,9566.000,3.186,0.421
0,750.003,0,2394000,0,372,9556.000,3.187,0.418
0,753.000,0,2403576,0,376,9566.000,3.192,0.420
0,756.001,0,2413152,0,373,9586.000,3.193,0.418
0,759.003,0,2422728,0,377,9592.000,3.197,0.421
0,762.008,0,2432304,0,378,9615.000,3.201,0.419
0,765.006,0,2441880,0,377,9591.000,3.196,0.421
0,768.002,0,2451456,0,376,9569.000,3.196,0.421
0,771.006,0,2461032,0,377,9589.000,3.191,0.421
0,774.005,0,2470608,0,376,9565.000,3.190,0.421
0,777.007,0,2480184,0,376,9566.000,3.185,0.422
0,780.001,0,2489760,0,375,9540.000,3.187,0.422
0,783.006,0,2499336,0,373,9581.000,3.189,0.418
0,786.003,0,2508912,0,376,9569.000,3.194,0.419
0,789.004,0,2518488,0,377,9592.000,3.193,0.422
0,792.003,0,2528064,0,377,9588.000,3.197,0.421
0,795.006,0,2537640,0,374,9606.000,3.200,0.416
0,798.005,0,2547216,0,377,9590.000,3.197,0.422
0,801.000,0,2556792,0,376,9565.000,3.195,0.420
0,804.002,0,2566368,0,373,9579.000,3.190,0.419
0,807.002,0,2575944,0,376,9564.000,3.188,0.421
0,810.004,0,2585520,0,376,9563.000,3.187,0.420
0,813.004,0,2595096,0,376,9563.000,3.188,0.421
0,816.003,0,2604672,0,372,9567.000,3.190,0.417
0,819.008,0,2614248,0,377,9592.000,3.192,0.422
0,822.008,0,2623824,0,377,9588.000,3.196,0.421
0,825.003,0,2633400,0,373,9584.000,3.199,0.416
0,828.001,0,2642976,0,377,9590.000,3.199,0.421
0,831.002,0,2652552,0,377,9591.000,3.196,0.422
0,834.006,0,2662128,0,377,9589.000,3.192,0.421
0,837.001,0,2671704,0,372,9556.000,3.191,0.416
0,840.002,0,2681280,0,376,9566.000,3.188,0.420
0,843.001,0,2690856,0,372,9555.000,3.186,0.417
0,846.001,0,2700432,0,376,9563.000,3.188,0.421
0,849.006,0,2710008,0,377,9592.000,3.190,0.422
0,852.001,0,2719584,0,376,9564.000,3.195,0.421
0,855.002,0,2729160,0,377,9594.000,3.197,0.420
0,858.000,0,2738736,0,377,9591.000,3.198,0.422
0,861.008,0,2748312,0,378,9616.000,3.197,0.421
0,864.001,0,2757888,0,376,9566.000,3.195,0.421
0,867.005,0,2767464,0,377,9589.000,3.193,0.420
0,870.004,0,2777040,0,376,9565.000,3.190,0.421
0,873.006,0,2786616,0,376,9566.000,3.187,0.421
0,876.001,0,2796192,0,375,9540.000,3.184,0.423
0,879.000,0,2805768,0,376,9567.000,3.190,0.421
0,882.004,0,2815344,0,377,9587.000,3.192,0.421
0,885.005,0,2824920,0,377,9589.000,3.195,0.421
0,888.004,0,2834496,0,377,9590.000,3.198,0.421
0,891.002,0,2844072,0,377,9595.000,3.200,0.421
0,894.002,0,2853648,0,377,9588.000,3.196,0.421
0,897.007,0,2863224,0,377,9595.000,3.194,0.421
0,900.003,0,2872800,0,376,9564.000,3.193,0.420
0,903.001,0,2882376,0,374,9556.000,3.187,0.420
0,906.004,0,2891952,0,376,9567.000,3.186,0.420
0,909.000,0,2901528,0,375,9552.000,3.187,0.422
0,912.006,0,2911104,0,377,9591.000,3.190,0.420
0,915.004,0,2920680,0,376,9569.000,3.194,0.421
0,918.001,0,2930256,0,373,9580.000,3.195,0.418
0,921.006,0,2939832,0,378,9609.000,3.198,0.423
0,924.004,0,2949408,0,377,9593.000,3.199,0.420
0,927.006,0,2958984,0,377,9593.000,3.195,0.422
0,930.003,0,2968560,0,376,9568.000,3.194,0.420
0,933.008,0,2978136,0,377,9588.000,3.190,0.421
0,936.001,0,2987712,0,375,9541.000,3.187,0.422
0,939.005,0,2997288,0,376,9568.000,3.187,0.420
0,942.004,0,3006864,0,376,9565.000,3.188,0.421
0,945.002,0,3016440,0,376,9566.000,3.190,0.423
0,948.005,0,3026016,0,377,9593.000,3.194,0.420
0,951.006,0,3035592,0,377,9591.000,3.197,0.422
0,954.004,0,3045168,0,377,9594.000,3.200,0.420
0,957.004,0,3054744,0,377,9591.000,3.196,0.422
0,960.006,0,3064320,0,377,9590.000,3.195,0.421
0,963.003,0,3073896,0,376,9569.000,3.194,0.419
0,966.003,0,3083472,0,376,9566.000,3.189,0.421
0,969.002,0,3093048,0,372,9556.000,3.187,0.417
0,972.003,0,3102624,0,376,9563.000,3.184,0.423
0,975.007,0,3112200,0,373,9582.000,3.190,0.417
0,978.004,0,3121776,0,376,9566.000,3.194,0.420
0,981.005,0,3131352,0,377,9589.000,3.194,0.421
0,984.004,0,3140928,0,377,9591.000,3.198,0.422
0,987.002,0,3150504,0,377,9590.000,3.199,0.421
0,990.002,0,3160080,0,377,9588.000,3.196,0.421
0,993.005,0,3169656,0,377,9593.000,3.195,0.420
0,996.003,0,3179232,0,376,9565.000,3.192,0.421
0,999.005,0,3188808,0,376,9573.000,3.187,0.422
0,1002.001,0,3198384,0,375,9543.000,3.185,0.421
0,1005.006,0,3207960,0,371,9580.000,3.188,0.414
0,1008.004,0,3217536,0,374,9562.000,3.190,0.420
0,1011.008,0,3227112,0,377,9592.000,3.194,0.421
0,1014.001,0,3236688,0,374,9566.000,3.195,0.419
0,1017.000,0,3246264,0,377,9595.000,3.200,0.420
0,1020.008,0,3255840,0,378,9616.000,3.198,0.421
0,1023.007,0,3265416,0,377,9590.000,3.197,0.421
0,1026.003,0,3274992,0,376,9565.000,3.192,0.422
0,1029.001,0,3284568,0,376,9564.000,3.192,0.420
0,1032.001,0,3294144,0,376,9565.000,3.187,0.421
0,1035.004,0,3303720,0,376,9565.000,3.186,0.421
0,1038.004,0,3313296,0,376,9566.000,3.187,0.422
0,1041.003,0,3322872,0,376,9568.000,3.193,0.420
0,1044.005,0,3332448,0,377,9591.000,3.193,0.421
0,1047.006,0,3342024,0,377,9594.000,3.196,0.422
0,1050.001,0,3351600,0,373,9581.000,3.200,0.418
0,1053.001,0,3361176,0,377,9592.000,3.197,0.421
0,1056.003,0,3370752,0,377,9593.000,3.196,0.420
0,1059.000,0,3380328,0,376,9565.000,3.193,0.421
0,1062.007,0,3389904,0,377,9592.000,3.188,0.422
0,1065.001,0,3399480,0,375,9538.000,3.186,0.422
0,1068.003,0,3409056,0,376,9566.000,3.188,0.420
0,1071.007,0,3418632,0,373,9582.000,3.189,0.418
0,1074.004,0,3428208,0,376,9564.000,3.193,0.421
0,1077.005,0,3437784,0,377,9587.000,3.193,0.423
0,1080.004,0,3447360,0,377,9595.000,3.198,0.421
0,1083.002,0,3456936,0,377,9588.000,3.199,0.421
0,1086.003,0,3466512,0,377,9595.000,3.197,0.421
0,1089.008,0,3476088,0,377,9593.000,3.194,0.421
0,1092.005,0,3485664,0,376,9569.000,3.191,0.421
0,1095.006,0,3495240,0,376,9565.000,3.190,0.420
0,1098.007,0,3504816,0,376,9563.000,3.185,0.421
0,1101.004,0,3514392,0,372,9555.000,3.188,0.417
0,1104.003,0,3523968,0,376,9563.000,3.190,0.421
0,1107.003,0,3533544,0,373,9581.000,3.192,0.419
0,1110.004,0,3543120,0,377,9589.000,3.195,0.421
0,1113.006,0,3552696,0,374,9604.000,3.200,0.416
0,1116.004,0,3562272,0,377,9590.000,3.198,0.422
0,1119.004,0,3571848,0,377,9591.000,3.196,0.420
0,1122.002,0,3581424,0,376,9569.000,3.193,0.422
0,1125.000,0,3591000,0,376,9564.000,3.191,0.420
0,1128.001,0,3600576,0,376,9566.000,3.187,0.421
0,1131.004,0,3610152,0,376,9566.000,3.185,0.421
0,1134.004,0,3619728,0,376,9566.000,3.189,0.421
0,1137.008,0,3629304,0,373,9582.000,3.190,0.418
0,1140.001,0,3638880,0,376,9563.000,3.196,0.420
0,1143.000,0,3648456,0,377,9589.000,3.196,0.421
0,1146.006,0,3658032,0,378,9616.000,3.199,0.421
0,1149.007,0,3667608,0,377,9593.000,3.198,0.422
0,1152.006,0,3677184,0,373,9586.000,3.195,0.417
0,1155.008,0,3686760,0,373,9582.000,3.193,0.416
0,1158.007,0,3696336,0,376,9564.000,3.190,0.421
0,1161.001,0,3705912,0,375,9537.000,3.185,0.423
0,1164.007,0,3715488,0,373,9582.000,3.187,0.416
0,1167.006,0,3725064,0,376,9564.000,3.189,0.422
0,1170.002,0,3734640,0,376,9564.000,3.193,0.420
0,1173.003,0,3744216,0,377,9589.000,3.195,0.421
0,1176.003,0,3753792,0,377,9591.000,3.197,0.422
0,1179.000,0,3763368,0,377,9589.000,3.199,0.421
0,1182.006,0,3772944,0,374,9606.000,3.197,0.416
0,1185.008,0,3782520,0,377,9590.000,3.194,0.422
0,1188.005,0,3792096,0,375,9568.000,3.191,0.419
0,1191.004,0,3801672,0,372,9560.000,3.189,0.417
0,1194.004,0,3811248,0,372,9560.000,3.186,0.417
0,1197.003,0,3820824,0,374,9556.000,3.186,0.420
0,1200.003,0,3830400,0,376,9568.000,3.192,0.420
0,1203.006,0,3839976,0,377,9591.000,3.192,0.421
0,1206.000,0,3849552,0,376,9569.000,3.197,0.421
0,1209.005,0,3859128,0,378,9613.000,3.197,0.423
0,1212.003,0,3868704,0,377,9589.000,3.200,0.420
0,1215.004,0,3878280,0,377,9591.000,3.194,0.422
0,1218.000,0,3887856,0,376,9566.000,3.195,0.420
0,1221.008,0,3897432,0,377,9590.000,3.189,0.423
0,1224.005,0,3907008,0,372,9558.000,3.188,0.416
0,1227.000,0,3916584,0,375,9542.000,3.185,0.422
0,1230.000,0,3926160,0,376,9564.000,3.190,0.420
0,1233.006,0,3935736,0,377,9590.000,3.190,0.423
0,1236.001,0,3945312,0,376,9569.000,3.196,0.419
0,1239.001,0,3954888,0,377,9592.000,3.195,0.422
0,1242.006,0,3964464,0,378,9612.000,3.199,0.421
0,1245.006,0,3974040,0,377,9591.000,3.198,0.421
0,1248.004,0,3983616,0,373,9583.000,3.195,0.417
0,1251.001,0,3993192,0,376,9565.000,3.192,0.421
0,1254.008,0,4002768,0,377,9588.000,3.189,0.421
0,1257.003,0,4012344,0,375,9543.000,3.185,0.422
0,1260.005,0,4021920,0,376,9566.000,3.189,0.420
0,1263.003,0,4031496,0,376,9564.000,3.189,0.421
0,1266.007,0,4041072,0,377,9589.000,3.191,0.421
0,1269.001,0,4050648,0,376,9565.000,3.196,0.421
0,1272.000,0,4060224,0,377,9592.000,3.197,0.422
0,1275.006,0,4069800,0,378,9614.000,3.201,0.420
0,1278.003,0,4079376,0,373,9582.000,3.195,0.419
0,1281.006,0,4088952,0,377,9589.000,3.194,0.421
0,1284.003,0,4098528,0,376,9568.000,3.193,0.419
0,1287.004,0,4108104,0,376,9566.000,3.188,0.421
0,1290.008,0,4117680,0,376,9566.000,3.185,0.422
0,1293.001,0,4127256,0,375,9544.000,3.187,0.421
0,1296.001,0,4136832,0,376,9569.000,3.192,0.421
0,1299.003,0,4146408,0,377,9589.000,3.191,0.422
0,1302.004,0,4155984,0,377,9588.000,3.196,0.421
0,1305.002,0,4165560,0,377,9593.000,3.199,0.421
0,1308.006,0,4175136,0,374,9604.000,3.199,0.416
0,1311.005,0,4184712,0,377,9587.000,3.196,0.422
0,1314.001,0,4194288,0,376,9567.000,3.194,0.419
0,1317.008,0,4203864,0,377,9591.000,3.189,0.422
0,1320.006,0,4213440,0,372,9556.000,3.187,0.418
0,1323.001,0,4223016,0,375,9543.000,3.186,0.420
0,1326.003,0,4232592,0,376,9569.000,3.190,0.421
0,1329.008,0,4242168,0,377,9589.000,3.190,0.422
0,1332.008,0,4251744,0,373,9580.000,3.193,0.418
0,1335.008,0,4261320,0,377,9591.000,3.197,0.421
0,1338.004,0,4270896,0,377,9592.000,3.200,0.420
0,1341.004,0,4280472,0,377,9590.000,3.197,0.422
0,1344.006,0,4290048,0,377,9588.000,3.195,0.421
0,1347.003,0,4299624,0,376,9569.000,3.192,0.421
0,1350.002,0,4309200,0,376,9564.000,3.191,0.420
0,1353.003,0,4318776,0,376,9563.000,3.186,0.421
0,1356.004,0,4328352,0,376,9563.000,3.187,0.421
0,1359.003,0,4337928,0,376,9564.000,3.187,0.423
0,1362.006,0,4347504,0,375,9587.000,3.192,0.419
0,1365.001,0,4357080,0,376,9568.000,3.197,0.419
0,1368.007,0,4366656,0,378,9612.000,3.196,0.423
0,1371.004,0,4376232,0,377,9593.000,3.200,0.420
0,1374.004,0,4385808,0,377,9588.000,3.195,0.422
0,1377.008,0,4395384,0,377,9593.000,3.195,0.420
0,1380.006,0,4404960,0,376,9565.000,3.192,0.421
0,1383.006,0,4414536,0,376,9566.000,3.188,0.421
0,1386.001,0,4424112,0,375,9542.000,3.185,0.422
0,1389.001,0,4433688,0,376,9564.000,3.189,0.420
0,1392.008,0,4443264,0,377,9590.000,3.189,0.421
0,1395.004,0,4452840,0,376,9569.000,3.194,0.421
0,1398.004,0,4462416,0,377,9589.000,3.195,0.422
0,1401.003,0,4471992,0,377,9591.000,3.199,0.420
0,1404.002,0,4481568,0,377,9593.000,3.198,0.422
0,1407.004,0,4491144,0,377,9594.000,3.197,0.420
0,1410.000,0,4500720,0,376,9567.000,3.192,0.421
0,1413.006,0,4510296,0,377,9589.000,3.190,0.421
0,1416.008,0,4519872,0,376,9564.000,3.188,0.421
0,1419.007,0,4529448,0,372,9556.000,3.186,0.417
0,1422.004,0,4539024,0,372,9558.000,3.189,0.417
0,1425.002,0,4548600,0,376,9566.000,3.191,0.421
0,1428.004,0,4558176,0,377,9590.000,3.183,0.424
0,1431.008,0,4567752,0,376,9599.000,3.207,0.417
0,1434.005,0,4577328,0,377,9590.000,3.198,0.423
