repeat,tsc,us,vporzmm_vz Cycles,vporzmm_vz Unhalt_GHz
2,2640010,1018.513,0.032,3.494
2,2650006,1022.369,0.032,3.497
2,2660016,1026.231,0.032,3.499
2,2670002,1030.083,0.032,3.494
2,2680000,1033.941,0.032,3.491
2,2690006,1037.801,0.032,3.486
2,2700004,1041.658,0.032,3.484
2,2710006,1045.517,0.032,3.488
2,2720002,1049.373,0.032,3.493
2,2730004,1053.232,0.032,3.496
2,2740016,1057.095,0.032,3.499
2,2750002,1060.947,0.032,3.496
2,2800414,1080.396,0.163,0.355
2,2800858,1080.568,0.001,3.302
2,2801304,1080.740,0.001,3.280
2,2801726,1080.902,0.001,3.321
2,2802148,1081.065,0.001,3.512
2,2810008,1084.098,0.025,3.282
2,2820012,1087.957,0.032,3.300
2,2830008,1091.814,0.032,3.297
2,2840008,1095.672,0.032,3.293
2,2850008,1099.530,0.032,3.290
2,2897956,1118.028,0.155,0.652
2,2898346,1118.178,0.001,3.525
2,2898768,1118.341,0.001,3.461
2,2899162,1118.493,0.001,3.542
2,2900010,1118.820,0.003,3.481
2,2910012,1122.679,0.032,3.498
2,2920002,1126.533,0.032,3.495
2,2930004,1130.392,0.032,3.491
2,2940006,1134.251,0.032,3.486
2,2950000,1138.106,0.032,3.485
2,2960006,1141.967,0.032,3.489
2,2970014,1145.828,0.032,3.494
2,2980014,1149.686,0.032,3.497
2,2990010,1153.542,0.032,3.498
2,3000016,1157.402,0.032,3.495
2,3010008,1161.257,0.032,3.491
2,3020002,1165.113,0.032,3.488
2,3030016,1168.976,0.032,3.484
2,3040002,1172.829,0.032,3.488
2,3050000,1176.686,0.032,3.492
2,3060006,1180.547,0.032,3.495
2,3070000,1184.402,0.032,3.500
2,3080006,1188.262,0.032,3.497
2,3090010,1192.122,0.032,3.492
2,3100018,1195.983,0.032,3.488
2,3110002,1199.835,0.032,3.485
2,3120016,1203.698,0.032,3.487
2,3130012,1207.555,0.032,3.490
2,3140004,1211.410,0.032,3.494
2,3150002,1215.267,0.032,3.499
2,3160004,1219.126,0.032,3.498
2,3170016,1222.988,0.032,3.493
2,3180002,1226.841,0.032,3.491
2,3190000,1230.698,0.032,3.484
2,3200016,1234.562,0.032,3.486
2,3210002,1238.415,0.032,3.489
2,3220016,1242.278,0.032,3.494
2,3230004,1246.132,0.032,3.497
2,3240010,1249.992,0.032,3.499
2,3250002,1253.847,0.032,3.495
2,3260002,1257.705,0.032,3.492
2,3270000,1261.562,0.032,3.486
2,3280018,1265.427,0.032,3.485
2,3290010,1269.282,0.032,3.488
2,3300008,1273.139,0.032,3.491
2,3310014,1276.999,0.032,3.497
2,3320012,1280.857,0.032,3.499
2,3330016,1284.716,0.032,3.496
2,3340014,1288.573,0.032,3.493
2,3350008,1292.429,0.032,3.488
2,3360008,1296.287,0.032,3.484
2,3370002,1300.143,0.032,3.488
2,3380006,1304.002,0.032,3.490
2,3390012,1307.862,0.032,3.495
2,3400008,1311.719,0.032,3.499
2,3410012,1315.578,0.032,3.496
2,3420014,1319.437,0.032,3.495
2,3430006,1323.292,0.032,3.489
2,3440004,1327.149,0.032,3.485
2,3450004,1331.007,0.032,3.486
2,3460010,1334.868,0.032,3.488
2,3470004,1338.723,0.032,3.495
2,3480008,1342.583,0.032,3.498
2,3490006,1346.440,0.032,3.498
2,3500014,1350.301,0.032,3.495
2,3510016,1354.160,0.032,3.491
2,3520014,1358.017,0.032,3.488
2,3530016,1361.876,0.032,3.484
2,3540004,1365.729,0.032,3.489
2,3550000,1369.586,0.032,3.493
2,3560006,1373.446,0.032,3.496
2,3570002,1377.302,0.032,3.499
2,3580008,1381.163,0.032,3.495
2,3590008,1385.021,0.032,3.493
2,3600008,1388.879,0.032,3.487
2,3610012,1392.738,0.032,3.484
2,3620002,1396.592,0.032,3.488
2,3630004,1400.451,0.032,3.492
2,3640014,1404.313,0.032,3.495
2,3650010,1408.169,0.032,3.499
2,3660012,1412.028,0.032,3.497
2,3670006,1415.884,0.032,3.492
2,3680014,1419.745,0.032,3.489
2,3690016,1423.604,0.032,3.484
2,3700010,1427.459,0.032,3.488
2,3710016,1431.320,0.032,3.489
2,3720010,1435.175,0.032,3.495
2,3730008,1439.032,0.032,3.498
2,3740010,1442.891,0.032,3.498
2,3750004,1446.747,0.032,3.495
2,3760006,1450.606,0.032,3.490
2,3770006,1454.464,0.032,3.486
2,3780010,1458.323,0.032,3.486
2,3790000,1462.177,0.032,3.488
2,3800014,1466.041,0.032,3.494
2,3810000,1469.893,0.032,3.496
2,3820014,1473.757,0.032,3.500
2,3830008,1477.612,0.032,3.495
2,3840012,1481.472,0.032,3.492
2,3850004,1485.327,0.032,3.488
2,3860008,1489.186,0.032,3.483
2,3870018,1493.048,0.032,3.489
2,3880016,1496.905,0.032,3.492
2,3890006,1500.759,0.032,3.496
2,3900002,1504.616,0.032,3.499
2,3910008,1508.476,0.032,3.497
2,3920008,1512.334,0.032,3.493
2,3930018,1516.196,0.032,3.488
2,3940002,1520.048,0.032,3.485
2,3950016,1523.911,0.032,3.486
2,3960010,1527.767,0.032,3.492
2,3970004,1531.623,0.032,3.493
2,3980010,1535.483,0.032,3.499
2,3990012,1539.342,0.032,3.496
2,4000012,1543.200,0.032,3.494
2,4010002,1547.054,0.032,3.490
2,4020004,1550.913,0.032,3.484
2,4030000,1554.769,0.032,3.485
2,4040006,1558.629,0.032,3.491
2,4050000,1562.485,0.032,3.500
2,4060002,1566.344,0.032,3.490
2,4070000,1570.201,0.032,3.498
2,4080004,1574.060,0.032,3.494
2,4090002,1577.918,0.032,3.491
2,4100012,1581.780,0.032,3.488
2,4110006,1585.635,0.032,3.484
2,4120010,1589.495,0.032,3.489
2,4130004,1593.350,0.032,3.492
2,4140004,1597.208,0.032,3.496
2,4150016,1601.071,0.032,3.499
2,4160000,1604.923,0.032,3.495
2,4170014,1608.786,0.032,3.493
2,4180004,1612.640,0.032,3.487
2,4190002,1616.498,0.032,3.485
2,4200008,1620.358,0.032,3.486
2,4210006,1624.215,0.032,3.491
2,4220012,1628.075,0.032,3.496
2,4230012,1631.933,0.032,3.498
2,4240008,1635.790,0.032,3.499
2,4250002,1639.646,0.032,3.491
2,4260008,1643.506,0.032,3.490
2,4270004,1647.362,0.032,3.485
2,4280016,1651.225,0.032,3.487
2,4290018,1655.084,0.032,3.489
2,4300006,1658.937,0.032,3.495
2,4310002,1662.793,0.032,3.498
2,4320000,1666.651,0.032,3.498
2,4330006,1670.511,0.032,3.495
2,4340006,1674.369,0.032,3.490
2,4350000,1678.225,0.032,3.487
2,4360014,1682.088,0.032,3.484
2,4370018,1685.948,0.032,3.489
2,4380010,1689.802,0.032,3.493
2,4390010,1693.660,0.032,3.498
2,4400006,1697.517,0.032,3.499
2,4410006,1701.375,0.032,3.495
2,4420002,1705.231,0.032,3.492
2,4430008,1709.092,0.032,3.487
2,4440008,1712.950,0.032,3.484
2,4450012,1716.809,0.032,3.490
2,4460012,1720.667,0.032,3.491
2,4470016,1724.527,0.032,3.495
2,4480008,1728.382,0.032,3.499
2,4490006,1732.239,0.032,3.497
2,4500016,1736.101,0.032,3.493
2,4510018,1739.959,0.032,3.487
2,4520014,1743.816,0.032,3.486
2,4530008,1747.671,0.032,3.486
2,4540006,1751.529,0.032,3.491
2,4550012,1755.389,0.032,3.494
2,4560010,1759.246,0.032,3.499
2,4570010,1763.104,0.032,3.496
2,4580006,1766.961,0.032,3.495
2,4590008,1770.819,0.032,3.488
2,4600000,1774.674,0.032,3.486
2,4610016,1778.538,0.032,3.486
2,4620016,1782.396,0.032,3.490
2,4630008,1786.251,0.032,3.493
2,4640008,1790.109,0.032,3.498
2,4650006,1793.967,0.032,3.498
2,4660010,1797.826,0.032,3.495
2,4670008,1801.683,0.032,3.491
2,4680016,1805.544,0.032,3.488
2,4690012,1809.401,0.032,3.484
2,4700018,1813.261,0.032,3.490
2,4710016,1817.118,0.032,3.492
2,4720000,1820.970,0.032,3.496
2,4730014,1824.834,0.032,3.499
2,4740014,1828.692,0.032,3.496
2,4750006,1832.546,0.032,3.491
2,4760014,1836.408,0.032,3.489
2,4770010,1840.264,0.032,3.483
2,4780018,1844.125,0.032,3.488
2,4790016,1847.982,0.032,3.491
2,4800000,1851.834,0.032,3.495
2,4810010,1855.696,0.032,3.499
2,4820010,1859.554,0.032,3.497
2,4830008,1863.411,0.032,3.493
2,4840012,1867.271,0.032,3.490
2,4850008,1871.127,0.032,3.486
2,4860000,1874.982,0.032,3.485
2,4870002,1878.841,0.032,3.491
2,4880010,1882.702,0.032,3.493
2,4890010,1886.560,0.032,3.497
2,4900002,1890.415,0.032,3.499
2,4910008,1894.275,0.032,3.494
2,4920004,1898.131,0.032,3.491
2,4930016,1901.994,0.032,3.486
2,4940014,1905.851,0.032,3.486
2,4950002,1909.705,0.032,3.489
2,4960016,1913.568,0.032,3.491
2,4970016,1917.426,0.032,3.496
2,4980010,1921.282,0.032,3.499
2,4990010,1925.140,0.032,3.496
2,5000008,1928.997,0.032,3.491
2,5010014,1932.857,0.032,3.488
2,5020012,1936.714,0.032,3.484
2,5030000,1940.568,0.032,3.488
2,5040016,1944.432,0.032,3.491
2,5050002,1948.285,0.032,3.496
2,5060014,1952.147,0.032,3.499
2,5070012,1956.004,0.032,3.496
2,5080004,1959.859,0.032,3.493
2,5090010,1963.720,0.032,3.497
2,5100012,1967.578,0.032,3.476
2,5110002,1971.432,0.032,3.486
2,5120004,1975.291,0.032,3.490
2,5130012,1979.152,0.032,3.494
2,5140008,1983.009,0.032,3.498
2,5150006,1986.866,0.032,3.497
2,5160010,1990.725,0.032,3.495
2,5170012,1994.584,0.032,3.490
2,5180004,1998.439,0.032,3.486
2,5190018,2002.303,0.032,3.486
2,5200004,2006.155,0.032,3.489
2,5210012,2010.016,0.032,3.493
2,5220014,2013.875,0.032,3.497
2,5230010,2017.731,0.032,3.499
2,5240014,2021.591,0.032,3.495
2,5250008,2025.447,0.032,3.492
2,5260012,2029.306,0.032,3.486
2,5270008,2033.163,0.032,3.486
2,5280014,2037.023,0.032,3.488
2,5290006,2040.878,0.032,3.492
2,5300006,2044.736,0.032,3.495
2,5310000,2048.591,0.032,3.499
2,5320000,2052.449,0.032,3.498
2,5330014,2056.313,0.032,3.490
2,5340000,2060.165,0.032,3.489
2,5350016,2064.030,0.032,3.484
2,5360004,2067.883,0.032,3.488
2,5370004,2071.741,0.032,3.491
2,5380012,2075.602,0.032,3.494
2,5390004,2079.457,0.032,3.499
2,5400002,2083.314,0.032,3.497
2,5410008,2087.174,0.032,3.494
2,5420010,2091.033,0.032,3.491
2,5430006,2094.890,0.032,3.484
2,5440004,2098.747,0.032,3.486
2,5450008,2102.606,0.032,3.489
2,5460018,2106.468,0.032,3.493
2,5470014,2110.325,0.032,3.499
2,5480010,2114.181,0.032,3.498
2,5490016,2118.041,0.032,3.494
2,5500014,2121.899,0.032,3.491
2,5510006,2125.753,0.032,3.487
2,5520002,2129.610,0.032,3.484
2,5530008,2133.470,0.032,3.489
2,5540002,2137.326,0.032,3.493
2,5550000,2141.183,0.032,3.496
2,5560008,2145.044,0.032,3.500
2,5570012,2148.904,0.032,3.495
2,5580008,2152.760,0.032,3.493
2,5590016,2156.621,0.032,3.487
2,5600014,2160.478,0.032,3.484
2,5610002,2164.332,0.032,3.488
2,5620008,2168.192,0.032,3.491
2,5630016,2172.053,0.032,3.494
2,5640008,2175.908,0.032,3.499
2,5650006,2179.765,0.032,3.498
2,5660002,2183.622,0.032,3.493
2,5670004,2187.481,0.032,3.488
2,5680002,2191.338,0.032,3.486
2,5690014,2195.200,0.032,3.487
2,5700016,2199.059,0.032,3.490
2,5710004,2202.912,0.032,3.494
2,5720000,2206.769,0.032,3.498
2,5730012,2210.632,0.032,3.499
2,5740000,2214.485,0.032,3.494
2,5750016,2218.349,0.032,3.491
2,5760010,2222.205,0.032,3.486
2,5770006,2226.061,0.032,3.485
2,5780010,2229.921,0.032,3.489
2,5790004,2233.776,0.032,3.492
2,5800004,2237.634,0.032,3.498
2,5810002,2241.492,0.032,3.498
2,5820004,2245.350,0.032,3.495
2,5830000,2249.207,0.032,3.492
2,5840004,2253.066,0.032,3.487
2,5850002,2256.924,0.032,3.485
2,5860006,2260.783,0.032,3.489
2,5870004,2264.640,0.032,3.490
2,5880010,2268.501,0.032,3.496
2,5890004,2272.356,0.032,3.498
2,5900004,2276.214,0.032,3.496
2,5910014,2280.076,0.032,3.494
2,5920000,2283.929,0.032,3.488
2,5930012,2287.791,0.032,3.485
2,5940004,2291.646,0.032,3.488
2,5950006,2295.505,0.032,3.489
2,5960012,2299.365,0.032,3.494
2,5970004,2303.220,0.032,3.499
2,5980008,2307.080,0.032,3.497
2,5990002,2310.935,0.032,3.495
2,6000000,2314.793,0.032,3.490
2,6010010,2318.654,0.032,3.485
2,6020004,2322.510,0.032,3.485
2,6030004,2326.368,0.032,3.490
2,6040016,2330.231,0.032,3.493
2,6050014,2334.088,0.032,3.496
2,6060006,2337.943,0.032,3.499
2,6070010,2341.802,0.032,3.495
2,6080008,2345.660,0.032,3.491
2,6090014,2349.520,0.032,3.487
2,6100008,2353.376,0.032,3.493
2,6110000,2357.230,0.032,3.480
2,6120014,2361.094,0.032,3.492
2,6130000,2364.946,0.032,3.495
2,6140012,2368.809,0.032,3.500
2,6150014,2372.668,0.032,3.495
2,6160008,2376.523,0.032,3.492
2,6170014,2380.384,0.032,3.488
2,6180008,2384.239,0.032,3.485
2,6190018,2388.101,0.032,3.488
2,6200016,2391.958,0.032,3.490
2,6210004,2395.812,0.032,3.496
2,6220014,2399.674,0.032,3.499
2,6230012,2403.531,0.032,3.498
2,6240004,2407.386,0.032,3.492
2,6250004,2411.244,0.032,3.489
2,6260000,2415.100,0.032,3.487
2,6270000,2418.958,0.032,3.485
2,6280004,2422.818,0.032,3.490
2,6290010,2426.678,0.032,3.495
2,6300010,2430.536,0.032,3.497
2,6310006,2434.392,0.032,3.498
2,6320010,2438.252,0.032,3.495
2,6330010,2442.110,0.032,3.491
2,6340002,2445.965,0.032,3.486
2,6350016,2449.828,0.032,3.486
2,6360004,2453.682,0.032,3.488
2,6370014,2457.544,0.032,3.493
2,6380012,2461.401,0.032,3.496
2,6390006,2465.256,0.032,3.500
2,6400008,2469.115,0.032,3.495
2,6410002,2472.971,0.032,3.491
2,6420008,2476.831,0.032,3.488
2,6430002,2480.687,0.032,3.484
2,6440006,2484.546,0.032,3.487
2,6450006,2488.404,0.032,3.492
2,6460010,2492.264,0.032,3.494
2,6470004,2496.120,0.032,3.498
2,6480004,2499.978,0.032,3.497
2,6490014,2503.839,0.032,3.493
2,6500016,2507.698,0.032,3.489
2,6510012,2511.555,0.032,3.485
2,6520006,2515.410,0.032,3.486
2,6530006,2519.268,0.032,3.490
2,6540014,2523.129,0.032,3.496
2,6550014,2526.987,0.032,3.497
2,6560008,2530.843,0.032,3.498
2,6570016,2534.704,0.032,3.495
2,6580000,2538.556,0.032,3.489
2,6590010,2542.418,0.032,3.487
2,6600008,2546.275,0.032,3.485
2,6610012,2550.134,0.032,3.489
2,6620006,2553.990,0.032,3.493
2,6630004,2557.847,0.032,3.498
2,6640004,2561.705,0.032,3.498
2,6650006,2565.564,0.032,3.495
2,6660002,2569.421,0.032,3.492
2,6670008,2573.281,0.032,3.487
2,6680004,2577.137,0.032,3.485
2,6690010,2580.998,0.032,3.489
2,6700006,2584.854,0.032,3.490
2,6710010,2588.714,0.032,3.498
2,6720006,2592.570,0.032,3.498
2,6730006,2596.428,0.032,3.496
2,6740000,2600.284,0.032,3.492
2,6750004,2604.143,0.032,3.489
2,6760002,2608.000,0.032,3.484
2,6770014,2611.863,0.032,3.489
2,6780014,2615.721,0.032,3.489
2,6790000,2619.574,0.032,3.495
2,6800012,2623.436,0.032,3.499
2,6810010,2627.293,0.032,3.497
2,6820016,2631.154,0.032,3.494
2,6830002,2635.006,0.032,3.489
2,6840010,2638.867,0.032,3.485
2,6850006,2642.724,0.032,3.487
2,6860010,2646.583,0.032,3.489
2,6870016,2650.444,0.032,3.495
2,6880014,2654.301,0.032,3.497
2,6890006,2658.156,0.032,3.499
2,6900010,2662.015,0.032,3.495
2,6910008,2665.873,0.032,3.490
2,6920016,2669.734,0.032,3.488
2,6930012,2673.590,0.032,3.484
2,6940004,2677.445,0.032,3.488
2,6950018,2681.308,0.032,3.494
2,6960002,2685.160,0.032,3.495
2,6970018,2689.024,0.032,3.499
2,6980000,2692.875,0.032,3.498
2,6990016,2696.740,0.032,3.490
2,7000002,2700.592,0.032,3.489
2,7010016,2704.455,0.032,3.484
2,7020010,2708.311,0.032,3.488
2,7030008,2712.168,0.032,3.491
2,7040012,2716.028,0.032,3.495
2,7050004,2719.883,0.032,3.499
2,7060004,2723.741,0.032,3.498
2,7070016,2727.603,0.032,3.492
2,7080000,2731.455,0.032,3.489
2,7090012,2735.318,0.032,3.485
2,7100004,2739.173,0.032,3.487
2,7110004,2743.031,0.032,3.491
2,7120014,2746.893,0.032,3.493
2,7130008,2750.748,0.032,3.497
2,7140004,2754.605,0.032,3.507
2,7150014,2758.467,0.032,3.485
2,7160014,2762.325,0.032,3.491
2,7170004,2766.179,0.032,3.486
2,7180002,2770.036,0.032,3.485
2,7190006,2773.895,0.032,3.490
2,7200000,2777.751,0.032,3.493
2,7210018,2781.616,0.032,3.498
2,7220014,2785.472,0.032,3.497
2,7230016,2789.331,0.032,3.496
2,7240010,2793.187,0.032,3.491
2,7250018,2797.048,0.032,3.488
2,7260012,2800.904,0.032,3.484
2,7270004,2804.759,0.032,3.488
2,7280000,2808.615,0.032,3.492
2,7290004,2812.475,0.032,3.495
2,7300014,2816.336,0.032,3.499
2,7310000,2820.189,0.032,3.497
2,7320012,2824.052,0.032,3.492
2,7330000,2827.905,0.032,3.489
2,7340016,2831.769,0.032,3.486
2,7350006,2835.623,0.032,3.486
2,7360004,2839.480,0.032,3.490
2,7370010,2843.341,0.032,3.495
2,7380010,2847.199,0.032,3.497
2,7390002,2851.054,0.032,3.498
2,7400010,2854.915,0.032,3.494
2,7410016,2858.775,0.032,3.490
2,7420010,2862.631,0.032,3.486
2,7430002,2866.486,0.032,3.485
2,7440006,2870.345,0.032,3.490
2,7450000,2874.201,0.032,3.492
2,7460016,2878.065,0.032,3.497
2,7470010,2881.921,0.032,3.499
2,7480014,2885.780,0.032,3.496
2,7490012,2889.637,0.032,3.490
2,7500000,2893.491,0.032,3.487
2,7510016,2897.355,0.032,3.485
